"",,,"1958-1962",,,,"1963-1967",,,,"1968-1972",,,,"1973-1977",,,,"1978-1982",,,,"1983-1987",,,,"1988-1992",,,,"1993-1997",,,,"1998-2002",,,,"2003-2007",,,,"2008-2012",,,,"2013-2017",,
"Luxembourg","Overlap between surface water and groundwater (10^9 m3/year)",1962,0.08,"",,1967,0.08,"",,1972,0.08,"",,1977,0.08,"",,1982,0.08,"",,1987,0.08,"",,1992,0.08,"",,1997,0.08,"",,2002,0.08,"",,2007,0.08,"",,2012,0.08,"",,2017,0.08,"",
"Luxembourg","Total internal renewable water resources (IRWR) (10^9 m3/year)",1962,1.0,"",,1967,1.0,"",,1972,1.0,"",,1977,1.0,"",,1982,1.0,"",,1987,1.0,"",,1992,1.0,"",,1997,1.0,"",,2002,1.0,"",,2007,1.0,"",,2012,1.0,"",,2017,1.0,"",
"Luxembourg","Total internal renewable water resources per capita (m3/inhab/year)",1962,2562.0,"K",,1967,2485.0,"K",,1972,2440.0,"K",,1977,2415.0,"K",,1982,2398.0,"K",,1987,2387.0,"K",,1992,2351.0,"K",,1997,2311.0,"K",,2002,2254.0,"K",,2007,2107.0,"K",,2012,1878.0,"K",,2017,1714.0,"K",
"Luxembourg","Water resources: total external renewable (10^9 m3/year)",1962,2.5,"I",,1967,2.5,"I",,1972,2.5,"I",,1977,2.5,"I",,1982,2.5,"I",,1987,2.5,"I",,1992,2.5,"I",,1997,2.5,"I",,2002,2.5,"I",,2007,2.5,"I",,2012,2.5,"I",,2017,2.5,"I",
"Luxembourg","Total renewable surface water (10^9 m3/year)",1962,3.5,"I",,1967,3.5,"I",,1972,3.5,"I",,1977,3.5,"I",,1982,3.5,"I",,1987,3.5,"I",,1992,3.5,"I",,1997,3.5,"I",,2002,3.5,"I",,2007,3.5,"I",,2012,3.5,"I",,2017,3.5,"I",
"Luxembourg","Total renewable groundwater (10^9 m3/year)",1962,0.08,"I",,1967,0.08,"I",,1972,0.08,"I",,1977,0.08,"I",,1982,0.08,"I",,1987,0.08,"I",,1992,0.08,"I",,1997,0.08,"I",,2002,0.08,"I",,2007,0.08,"I",,2012,0.08,"I",,2017,0.08,"I",
"Luxembourg","Total renewable water resources per capita (m3/inhab/year)",1962,8967.0,"K",,1967,8698.0,"K",,1972,8541.0,"K",,1977,8452.0,"K",,1982,8393.0,"K",,1987,8353.0,"K",,1992,8229.0,"K",,1997,8087.0,"K",,2002,7888.0,"K",,2007,7373.0,"K",,2012,6574.0,"K",,2017,5998.0,"K",
"Luxembourg","Total exploitable water resources (10^9 m3/year)",1962,2.0,"",,1967,2.0,"",,1972,2.0,"",,1977,2.0,"",,1982,2.0,"",,1987,2.0,"",,1992,2.0,"",,1997,2.0,"",,2002,2.0,"",,2007,2.0,"",,2012,2.0,"",,,,"",
"Luxembourg","Total dam capacity (km3)",1960,0.062,"L",,1965,0.062,"L",,1970,0.062,"L",,1975,0.062,"L",,1980,0.062,"L",,1985,0.062,"L",,1990,0.062,"L",,1995,0.062,"L",,2000,0.062,"L",,2005,0.062,"L",,2010,0.062,"L",,2015,0.062,"L",
"Luxembourg","Dam capacity per capita (m3/inhab)",1960,158.9,"K",,1965,154.1,"K",,1970,151.3,"K",,1975,149.7,"K",,1980,148.7,"K",,1985,148.0,"K",,1990,145.8,"K",,1995,143.3,"K",,2000,139.7,"K",,2005,130.6,"K",,2010,116.5,"K",,2015,106.3,"K",
"Luxembourg","Agricultural water withdrawal (10^9 m3/year)",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,1995,2.0E-4,"E",,1999,2.0E-4,"E",,,,"",,2012,2.0E-4,"E",,2016,3.0E-4,"",
"Luxembourg","Industrial water withdrawal (10^9 m3/year)",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,1995,0.0144,"E",,1999,0.0142,"E",,,,"",,2012,0.0037,"E",,2016,0.0013,"",
"Luxembourg","Municipal water withdrawal (10^9 m3/year)",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,1989,0.0561,"E",,1995,0.042,"E",,1999,0.0461,"E",,,,"",,2012,0.0406,"E",,2016,0.0424,"",
"Luxembourg","Total water withdrawal (10^9 m3/year)",,,"",,,,"",,1970,0.0348,"E",,1975,0.0425,"E",,1980,0.0397,"E",,1985,0.067,"E",,,,"",,1995,0.0565,"E",,1999,0.0605,"E",,,,"",,2012,0.0445,"E",,2016,0.044,"",
"Luxembourg","Total water withdrawal per capita (m3/inhab/year)",,,"",,,,"",,1970,84.92,"E",,1975,102.6,"E",,1980,95.2,"E",,1985,159.9,"E",,,,"",,1995,130.5,"E",,1999,136.4,"E",,,,"",,2012,83.58,"E",,2016,75.41,"K",
"Luxembourg","Environmental Flow Requirements (10^9 m3/year)",1962,2.294,"E",,1967,2.294,"E",,1972,2.294,"E",,1977,2.294,"E",,1982,2.294,"E",,1987,2.294,"E",,1992,2.294,"E",,1997,2.294,"E",,2002,2.294,"E",,2007,2.294,"E",,2012,2.294,"E",,2017,2.294,"E",

"",,,"1958-1962",,,,"1963-1967",,,,"1968-1972",,,,"1973-1977",,,,"1978-1982",,,,"1983-1987",,,,"1988-1992",,,,"1993-1997",,,,"1998-2002",,,,"2003-2007",,,,"2008-2012",,,,"2013-2017",,
"Monaco","Total population (1000 inhab)",1962,23.04,"E",,1967,23.29,"E",,1972,24.05,"E",,1977,25.81,"E",,1982,27.62,"E",,1987,29.17,"E",,1992,29.86,"E",,1997,31.25,"E",,2002,32.63,"E",,2007,35.11,"E",,2012,37.78,"E",,2017,38.7,"E",
"Monaco","Rural population (1000 inhab)",1962,0.0,"E",,1967,-0.01,"E",,1972,0.0,"E",,1977,0.0,"E",,1982,-0.01,"E",,1987,0.0,"E",,1992,0.0,"E",,1997,0.01,"E",,2002,-0.02,"E",,2007,0.1,"E",,2012,0.2,"E",,2017,-0.2,"E",
"Monaco","Urban population (1000 inhab)",1962,23.04,"E",,1967,23.3,"E",,1972,24.05,"E",,1977,25.81,"E",,1982,27.63,"E",,1987,29.17,"E",,1992,29.86,"E",,1997,31.24,"E",,2002,32.65,"E",,2007,35.01,"E",,2012,37.58,"E",,2017,38.9,"E",
"Monaco","Population density (inhab/km2)",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",
"Monaco","Gross Domestic Product (GDP) (current US$)",,,"",,,,"",,1972,4.02460333E8,"E",,1977,8.11250927E8,"E",,1982,1.143229072E9,"E",,1987,1.839095595E9,"E",,1992,2.737066956E9,"E",,1997,2.840182192E9,"E",,2002,2.905973022E9,"E",,2007,5.974371696E9,"E",,2011,6.074884389E9,"E",,,,"",
"Monaco","GDP per capita (current US$/inhab)",,,"",,,,"",,1972,16734.0,"E",,1977,31432.0,"E",,1982,41391.0,"E",,1987,63048.0,"E",,1992,91663.0,"E",,1997,90886.0,"E",,2002,89058.0,"E",,2007,170162.0,"E",,2011,160796.0,"E",,,,"",
"Monaco","Human Development Index (HDI) [highest = 1] (-)",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",
"Monaco","Long-term average annual precipitation in depth (mm/year)",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",
"Monaco","Long-term average annual precipitation in volume (10^9 m3/year)",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",
"Monaco","Surface water produced internally (10^9 m3/year)",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",
"Monaco","Groundwater produced internally (10^9 m3/year)",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",
"Monaco","Overlap between surface water and groundwater (10^9 m3/year)",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",
"Monaco","Total internal renewable water resources (IRWR) (10^9 m3/year)",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",
"Monaco","Total internal renewable water resources per capita (m3/inhab/year)",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",
"Monaco","Water resources: total external renewable (10^9 m3/year)",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",
"Monaco","Total renewable surface water (10^9 m3/year)",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",
"Monaco","Total renewable groundwater (10^9 m3/year)",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",
"Monaco","Total renewable water resources per capita (m3/inhab/year)",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",
"Monaco","Total exploitable water resources (10^9 m3/year)",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",
"Monaco","Total dam capacity (km3)",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",
"Monaco","Dam capacity per capita (m3/inhab)",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",
"Monaco","Agricultural water withdrawal (10^9 m3/year)",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,1990,0.0,"E",,1997,0.0,"E",,2002,0.0,"E",,2007,0.0,"E",,2009,0.0,"E",,,,"",
"Monaco","Industrial water withdrawal (10^9 m3/year)",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,1990,0.0,"E",,1997,0.0,"E",,2002,0.0,"E",,2007,0.0,"E",,2009,0.0,"E",,,,"",
"Monaco","Municipal water withdrawal (10^9 m3/year)",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,1990,0.0067,"E",,1997,0.006,"E",,2002,0.0058,"E",,2007,0.0055,"E",,2009,0.005,"E",,,,"",
"Monaco","Total water withdrawal (10^9 m3/year)",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,1990,0.0067,"E",,1997,0.006,"E",,2002,0.0058,"E",,2007,0.0055,"E",,2009,0.005,"E",,,,"",
"Monaco","Total water withdrawal per capita (m3/inhab/year)",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,1990,224.4,"E",,1997,192.0,"E",,2002,177.8,"E",,2007,156.7,"E",,2009,132.3,"E",,,,"",
"Monaco","Environmental Flow Requirements (10^9 m3/year)",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",

"",,,"1958-1962",,,,"1963-1967",,,,"1968-1972",,,,"1973-1977",,,,"1978-1982",,,,"1983-1987",,,,"1988-1992",,,,"1993-1997",,,,"1998-2002",,,,"2003-2007",,,,"2008-2012",,,,"2013-2017",,
"Montenegro","Total population (1000 inhab)",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,2007,619.5,"E",,2012,626.4,"E",,2017,629.0,"E",
"Montenegro","Rural population (1000 inhab)",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,2007,233.0,"E",,2012,232.3,"E",,2017,228.8,"E",
"Montenegro","Urban population (1000 inhab)",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,2007,386.5,"E",,2012,394.1,"E",,2017,400.2,"E",
"Montenegro","Population density (inhab/km2)",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,2007,44.86,"E",,2012,45.36,"E",,2017,45.55,"E",
"Montenegro","Gross Domestic Product (GDP) (current US$)",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,2007,3.668857104E9,"E",,2012,4.087725813E9,"E",,2015,3.992640233E9,"E",
"Montenegro","GDP per capita (current US$/inhab)",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,2007,5922.0,"E",,2012,6526.0,"E",,2015,6348.0,"E",
"Montenegro","Human Development Index (HDI) [highest = 1] (-)",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,2012,0.798,"E",,2014,0.8022,"E",
"Montenegro","Long-term average annual precipitation in depth (mm/year)",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",
"Montenegro","Long-term average annual precipitation in volume (10^9 m3/year)",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",
"Montenegro","Surface water produced internally (10^9 m3/year)",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",
"Montenegro","Groundwater produced internally (10^9 m3/year)",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",
"Montenegro","Overlap between surface water and groundwater (10^9 m3/year)",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",
"Montenegro","Total internal renewable water resources (IRWR) (10^9 m3/year)",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",
"Montenegro","Total internal renewable water resources per capita (m3/inhab/year)",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",
"Montenegro","Water resources: total external renewable (10^9 m3/year)",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",
"Montenegro","Total renewable surface water (10^9 m3/year)",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",
"Montenegro","Total renewable groundwater (10^9 m3/year)",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",
"Montenegro","Total renewable water resources per capita (m3/inhab/year)",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",
"Montenegro","Total exploitable water resources (10^9 m3/year)",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",
"Montenegro","Total dam capacity (km3)",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,2010,1.028,"L",,,,"",
"Montenegro","Dam capacity per capita (m3/inhab)",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,2010,1641.0,"K",,,,"",
"Montenegro","Agricultural water withdrawal (10^9 m3/year)",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,2007,0.0066,"E",,2010,0.0017,"",,,,"",
"Montenegro","Industrial water withdrawal (10^9 m3/year)",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,2007,0.0673,"E",,2008,0.0628,"E",,,,"",
"Montenegro","Municipal water withdrawal (10^9 m3/year)",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,2008,0.0964,"E",,,,"",
"Montenegro","Total water withdrawal (10^9 m3/year)",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,2010,0.1609,"K",,,,"",
"Montenegro","Total water withdrawal per capita (m3/inhab/year)",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,2010,256.9,"K",,,,"",
"Montenegro","Environmental Flow Requirements (10^9 m3/year)",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",

"",,,"1958-1962",,,,"1963-1967",,,,"1968-1972",,,,"1973-1977",,,,"1978-1982",,,,"1983-1987",,,,"1988-1992",,,,"1993-1997",,,,"1998-2002",,,,"2003-2007",,,,"2008-2012",,,,"2013-2017",,
"Netherlands","Total population (1000 inhab)",1962,11767.0,"E",,1967,12557.0,"E",,1972,13292.0,"E",,1977,13893.0,"E",,1982,14295.0,"E",,1987,14683.0,"E",,1992,15166.0,"E",,1997,15655.0,"E",,2002,16110.0,"E",,2007,16507.0,"E",,2012,16789.0,"E",,2017,17036.0,"E",
"Netherlands","Rural population (1000 inhab)",1962,4702.0,"E",,1967,4904.0,"E",,1972,5059.0,"E",,1977,5079.0,"E",,1982,4968.0,"E",,1987,4817.0,"E",,1992,4562.0,"E",,1997,4038.0,"E",,2002,3418.0,"E",,2007,2606.0,"E",,2012,1985.0,"E",,2017,1547.0,"E",
"Netherlands","Urban population (1000 inhab)",1962,7065.0,"E",,1967,7653.0,"E",,1972,8233.0,"E",,1977,8814.0,"E",,1982,9327.0,"E",,1987,9866.0,"E",,1992,10604.0,"E",,1997,11617.0,"E",,2002,12692.0,"E",,2007,13901.0,"E",,2012,14804.0,"E",,2017,15489.0,"E",
"Netherlands","Population density (inhab/km2)",1962,283.3,"E",,1967,302.4,"E",,1972,320.1,"E",,1977,334.5,"E",,1982,344.2,"E",,1987,353.6,"E",,1992,365.2,"E",,1997,377.0,"E",,2002,387.9,"E",,2007,397.4,"E",,2012,404.2,"E",,2017,410.1,"E",
"Netherlands","Gross Domestic Product (GDP) (current US$)",1962,1.464705737E10,"E",,1967,2.5087562181E10,"E",,1972,5.4008338918E10,"E",,1977,1.25E11,"E",,1982,1.56E11,"E",,1987,2.42E11,"E",,1992,3.58E11,"E",,1997,4.12E11,"E",,2002,4.65E11,"E",,2007,8.39E11,"E",,2012,8.29E11,"E",,2015,7.53E11,"E",
"Netherlands","GDP per capita (current US$/inhab)",1962,1245.0,"E",,1967,1998.0,"E",,1972,4063.0,"E",,1977,8997.0,"E",,1982,10913.0,"E",,1987,16482.0,"E",,1992,23605.0,"E",,1997,26317.0,"E",,2002,28864.0,"E",,2007,50827.0,"E",,2012,49378.0,"E",,2015,44201.0,"E",
"Netherlands","Human Development Index (HDI) [highest = 1] (-)",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,1990,0.8292,"E",,,,"",,2000,0.8768,"E",,,,"",,2012,0.9205,"E",,2014,0.9218,"E",
"Netherlands","Long-term average annual precipitation in depth (mm/year)",1962,778.0,"E",,1967,778.0,"E",,1972,778.0,"E",,1977,778.0,"E",,1982,778.0,"E",,1987,778.0,"E",,1992,778.0,"E",,1997,778.0,"E",,2002,778.0,"E",,2007,778.0,"E",,2012,778.0,"E",,2017,778.0,"E",
"Netherlands","Long-term average annual precipitation in volume (10^9 m3/year)",1962,32.31,"E",,1967,32.31,"E",,1972,32.31,"E",,1977,32.31,"E",,1982,32.31,"E",,1987,32.31,"E",,1992,32.31,"E",,1997,32.31,"E",,2002,32.31,"E",,2007,32.32,"E",,2012,32.32,"E",,2017,32.32,"E",
"Netherlands","Surface water produced internally (10^9 m3/year)",1962,11.0,"",,1967,11.0,"",,1972,11.0,"",,1977,11.0,"",,1982,11.0,"",,1987,11.0,"",,1992,11.0,"",,1997,11.0,"",,2002,11.0,"",,2007,11.0,"",,2012,11.0,"",,2017,11.0,"",
"Netherlands","Groundwater produced internally (10^9 m3/year)",1962,4.5,"",,1967,4.5,"",,1972,4.5,"",,1977,4.5,"",,1982,4.5,"",,1987,4.5,"",,1992,4.5,"",,1997,4.5,"",,2002,4.5,"",,2007,4.5,"",,2012,4.5,"",,2017,4.5,"",
"Netherlands","Overlap between surface water and groundwater (10^9 m3/year)",1962,4.5,"",,1967,4.5,"",,1972,4.5,"",,1977,4.5,"",,1982,4.5,"",,1987,4.5,"",,1992,4.5,"",,1997,4.5,"",,2002,4.5,"",,2007,4.5,"",,2012,4.5,"",,2017,4.5,"",
"Netherlands","Total internal renewable water resources (IRWR) (10^9 m3/year)",1962,11.0,"",,1967,11.0,"",,1972,11.0,"",,1977,11.0,"",,1982,11.0,"",,1987,11.0,"",,1992,11.0,"",,1997,11.0,"",,2002,11.0,"",,2007,11.0,"",,2012,11.0,"",,2017,11.0,"",
"Netherlands","Total internal renewable water resources per capita (m3/inhab/year)",1962,934.8,"K",,1967,876.0,"K",,1972,827.6,"K",,1977,791.8,"K",,1982,769.5,"K",,1987,749.2,"K",,1992,725.3,"K",,1997,702.7,"K",,2002,682.8,"K",,2007,666.4,"K",,2012,655.2,"K",,2017,645.7,"K",
"Netherlands","Water resources: total external renewable (10^9 m3/year)",1962,80.0,"I",,1967,80.0,"I",,1972,80.0,"I",,1977,80.0,"I",,1982,80.0,"I",,1987,80.0,"I",,1992,80.0,"I",,1997,80.0,"I",,2002,80.0,"I",,2007,80.0,"I",,2012,80.0,"I",,2017,80.0,"I",
"Netherlands","Total renewable surface water (10^9 m3/year)",1962,91.0,"I",,1967,91.0,"I",,1972,91.0,"I",,1977,91.0,"I",,1982,91.0,"I",,1987,91.0,"I",,1992,91.0,"I",,1997,91.0,"I",,2002,91.0,"I",,2007,91.0,"I",,2012,91.0,"I",,2017,91.0,"I",
"Netherlands","Total renewable groundwater (10^9 m3/year)",1962,4.5,"I",,1967,4.5,"I",,1972,4.5,"I",,1977,4.5,"I",,1982,4.5,"I",,1987,4.5,"I",,1992,4.5,"I",,1997,4.5,"I",,2002,4.5,"I",,2007,4.5,"I",,2012,4.5,"I",,2017,4.5,"I",
"Netherlands","Total renewable water resources per capita (m3/inhab/year)",1962,7733.0,"K",,1967,7247.0,"K",,1972,6846.0,"K",,1977,6550.0,"K",,1982,6366.0,"K",,1987,6198.0,"K",,1992,6000.0,"K",,1997,5813.0,"K",,2002,5649.0,"K",,2007,5513.0,"K",,2012,5420.0,"K",,2017,5342.0,"K",
"Netherlands","Total exploitable water resources (10^9 m3/year)",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",
"Netherlands","Total dam capacity (km3)",1960,5.13,"L",,1965,5.237,"L",,1970,5.884,"L",,1975,6.454,"L",,1980,6.454,"L",,1985,6.454,"L",,1990,9.234,"L",,1995,9.234,"L",,2000,9.234,"L",,2005,9.234,"L",,2010,9.234,"L",,2015,9.234,"L",
"Netherlands","Dam capacity per capita (m3/inhab)",1960,436.0,"K",,1965,417.1,"K",,1970,442.7,"K",,1975,464.6,"K",,1980,451.5,"K",,1985,439.6,"K",,1990,608.9,"K",,1995,589.8,"K",,2000,573.2,"K",,2005,559.4,"K",,2010,550.0,"K",,2015,542.0,"K",
"Netherlands","Agricultural water withdrawal (10^9 m3/year)",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,1991,0.184,"E",,1996,0.23,"E",,2002,0.0526,"E",,2007,0.0719,"E",,2012,0.0602,"E",,2014,0.0827,"",
"Netherlands","Industrial water withdrawal (10^9 m3/year)",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,1991,6.519,"E",,1996,5.01,"E",,2001,7.558,"E",,2007,9.629,"E",,2012,9.446,"E",,2014,7.612,"",
"Netherlands","Municipal water withdrawal (10^9 m3/year)",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,1991,1.28,"E",,1996,1.267,"E",,2001,1.303,"E",,2007,1.248,"E",,2012,1.217,"E",,2014,1.224,"",
"Netherlands","Total water withdrawal (10^9 m3/year)",,,"",,,,"",,,,"",,,,"",,1980,9.198,"E",,1985,9.349,"E",,1991,7.983,"E",,1996,6.507,"E",,2002,8.914,"E",,2007,10.95,"E",,2012,10.72,"E",,2014,8.919,"",
"Netherlands","Total water withdrawal per capita (m3/inhab/year)",,,"",,,,"",,,,"",,,,"",,1980,643.4,"E",,1985,636.7,"E",,1991,526.4,"E",,1996,415.6,"E",,2002,553.3,"E",,2007,663.4,"E",,2012,638.5,"E",,2014,523.5,"K",
"Netherlands","Environmental Flow Requirements (10^9 m3/year)",1962,38.33,"E",,1967,38.33,"E",,1972,38.33,"E",,1977,38.33,"E",,1982,38.33,"E",,1987,38.33,"E",,1992,38.33,"E",,1997,38.33,"E",,2002,38.33,"E",,2007,38.33,"E",,2012,38.33,"E",,2017,38.33,"E",

"",,,"1958-1962",,,,"1963-1967",,,,"1968-1972",,,,"1973-1977",,,,"1978-1982",,,,"1983-1987",,,,"1988-1992",,,,"1993-1997",,,,"1998-2002",,,,"2003-2007",,,,"2008-2012",,,,"2013-2017",,
"North Macedonia","Total population (1000 inhab)",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,1992,1989.0,"E",,1997,2000.0,"E",,2002,2049.0,"E",,2007,2065.0,"E",,2012,2074.0,"E",,2017,2083.0,"E",
"North Macedonia","Rural population (1000 inhab)",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,1992,818.0,"E",,1997,821.0,"E",,2002,843.0,"E",,2007,865.0,"E",,2012,875.0,"E",,2017,874.0,"E",
"North Macedonia","Urban population (1000 inhab)",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,1992,1171.0,"E",,1997,1179.0,"E",,2002,1206.0,"E",,2007,1200.0,"E",,2012,1199.0,"E",,2017,1209.0,"E",
"North Macedonia","Population density (inhab/km2)",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,1992,77.36,"E",,1997,77.79,"E",,2002,79.7,"E",,2007,80.32,"E",,2012,80.67,"E",,2017,81.02,"E",
"North Macedonia","Gross Domestic Product (GDP) (current US$)",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,1992,2.316618543E9,"E",,1997,3.735312143E9,"E",,2002,4.018365247E9,"E",,2007,8.336478142E9,"E",,2012,9.745251126E9,"E",,2015,1.0086021261E10,"E",
"North Macedonia","GDP per capita (current US$/inhab)",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,1992,1165.0,"E",,1997,1868.0,"E",,2002,1961.0,"E",,2007,4037.0,"E",,2012,4699.0,"E",,2015,4842.0,"E",
"North Macedonia","Human Development Index (HDI) [highest = 1] (-)",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,2012,0.743,"E",,2014,0.7473,"E",
"North Macedonia","Long-term average annual precipitation in depth (mm/year)",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,1992,619.0,"E",,1997,619.0,"E",,2002,619.0,"E",,2007,619.0,"E",,2012,619.0,"E",,2017,619.0,"E",
"North Macedonia","Long-term average annual precipitation in volume (10^9 m3/year)",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,1992,15.91,"E",,1997,15.91,"E",,2002,15.91,"E",,2007,15.91,"E",,2012,15.91,"E",,2017,15.91,"E",
"North Macedonia","Surface water produced internally (10^9 m3/year)",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,1992,5.4,"",,1997,5.4,"",,2002,5.4,"",,2007,5.4,"",,2012,5.4,"",,2017,5.4,"",
"North Macedonia","Groundwater produced internally (10^9 m3/year)",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",
"North Macedonia","Overlap between surface water and groundwater (10^9 m3/year)",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",
"North Macedonia","Total internal renewable water resources (IRWR) (10^9 m3/year)",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,1992,5.4,"",,1997,5.4,"",,2002,5.4,"",,2007,5.4,"",,2012,5.4,"",,2017,5.4,"",
