"",,,"1958-1962",,,,"1963-1967",,,,"1968-1972",,,,"1973-1977",,,,"1978-1982",,,,"1983-1987",,,,"1988-1992",,,,"1993-1997",,,,"1998-2002",,,,"2003-2007",,,,"2008-2012",,,,"2013-2017",,
"Total renewable water resources (10^9 m3/year)","Democratic Republic of the Congo",1962,1283.0,"I",,1967,1283.0,"I",,1972,1283.0,"I",,1977,1283.0,"I",,1982,1283.0,"I",,1987,1283.0,"I",,1992,1283.0,"I",,1997,1283.0,"I",,2002,1283.0,"I",,2007,1283.0,"I",,2012,1283.0,"I",,2017,1283.0,"I",
"Total renewable water resources (10^9 m3/year)","Denmark",1962,6.0,"I",,1967,6.0,"I",,1972,6.0,"I",,1977,6.0,"I",,1982,6.0,"I",,1987,6.0,"I",,1992,6.0,"I",,1997,6.0,"I",,2002,6.0,"I",,2007,6.0,"I",,2012,6.0,"I",,2017,6.0,"I",
"Total renewable water resources (10^9 m3/year)","Djibouti",1962,0.3,"I",,1967,0.3,"I",,1972,0.3,"I",,1977,0.3,"I",,1982,0.3,"I",,1987,0.3,"I",,1992,0.3,"I",,1997,0.3,"I",,2002,0.3,"I",,2007,0.3,"I",,2012,0.3,"I",,2017,0.3,"I",
"Total renewable water resources (10^9 m3/year)","Dominica",1962,0.2,"I",,1967,0.2,"I",,1972,0.2,"I",,1977,0.2,"I",,1982,0.2,"I",,1987,0.2,"I",,1992,0.2,"I",,1997,0.2,"I",,2002,0.2,"I",,2007,0.2,"I",,2012,0.2,"I",,2017,0.2,"I",
"Total renewable water resources (10^9 m3/year)","Dominican Republic",1962,23.5,"I",,1967,23.5,"I",,1972,23.5,"I",,1977,23.5,"I",,1982,23.5,"I",,1987,23.5,"I",,1992,23.5,"I",,1997,23.5,"I",,2002,23.5,"I",,2007,23.5,"I",,2012,23.5,"I",,2017,23.5,"I",
"Total renewable water resources (10^9 m3/year)","Ecuador",1962,442.4,"",,1967,442.4,"",,1972,442.4,"",,1977,442.4,"",,1982,442.4,"",,1987,442.4,"",,1992,442.4,"",,1997,442.4,"",,2002,442.4,"",,2007,442.4,"",,2012,442.4,"",,2017,442.4,"",
"Total renewable water resources (10^9 m3/year)","Egypt",1962,57.5,"",,1967,57.5,"",,1972,57.5,"",,1977,57.5,"",,1982,57.5,"",,1987,57.5,"",,1992,57.5,"",,1997,57.5,"",,2002,57.5,"",,2007,57.5,"",,2012,57.5,"",,2017,57.5,"",
"Total renewable water resources (10^9 m3/year)","El Salvador",1962,26.27,"",,1967,26.27,"",,1972,26.27,"",,1977,26.27,"",,1982,26.27,"",,1987,26.27,"",,1992,26.27,"",,1997,26.27,"",,2002,26.27,"",,2007,26.27,"",,2012,26.27,"",,2017,26.27,"",
"Total renewable water resources (10^9 m3/year)","Equatorial Guinea",1962,26.0,"I",,1967,26.0,"I",,1972,26.0,"I",,1977,26.0,"I",,1982,26.0,"I",,1987,26.0,"I",,1992,26.0,"I",,1997,26.0,"I",,2002,26.0,"I",,2007,26.0,"I",,2012,26.0,"I",,2017,26.0,"I",
"Total renewable water resources (10^9 m3/year)","Eritrea",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,1997,7.315,"I",,2002,7.315,"I",,2007,7.315,"I",,2012,7.315,"I",,2017,7.315,"I",
"Total renewable water resources (10^9 m3/year)","Estonia",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,1992,12.81,"I",,1997,12.81,"I",,2002,12.81,"I",,2007,12.81,"I",,2012,12.81,"I",,2017,12.81,"I",
"Total renewable water resources (10^9 m3/year)","Eswatini",1962,4.51,"I",,1967,4.51,"I",,1972,4.51,"I",,1977,4.51,"I",,1982,4.51,"I",,1987,4.51,"I",,1992,4.51,"I",,1997,4.51,"I",,2002,4.51,"I",,2007,4.51,"I",,2012,4.51,"I",,2017,4.51,"I",
"Total renewable water resources (10^9 m3/year)","Ethiopia",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,1997,122.0,"I",,2002,122.0,"I",,2007,122.0,"I",,2012,122.0,"I",,2017,122.0,"I",
"Total renewable water resources (10^9 m3/year)","Faroe Islands",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",
"Total renewable water resources (10^9 m3/year)","Fiji",1962,28.55,"K",,1967,28.55,"K",,1972,28.55,"K",,1977,28.55,"K",,1982,28.55,"K",,1987,28.55,"K",,1992,28.55,"K",,1997,28.55,"K",,2002,28.55,"K",,2007,28.55,"K",,2012,28.55,"K",,2017,28.55,"K",
"Total renewable water resources (10^9 m3/year)","Finland",1962,110.0,"I",,1967,110.0,"I",,1972,110.0,"I",,1977,110.0,"I",,1982,110.0,"I",,1987,110.0,"I",,1992,110.0,"I",,1997,110.0,"I",,2002,110.0,"I",,2007,110.0,"I",,2012,110.0,"I",,2017,110.0,"I",
"Total renewable water resources (10^9 m3/year)","France",1962,211.0,"I",,1967,211.0,"I",,1972,211.0,"I",,1977,211.0,"I",,1982,211.0,"I",,1987,211.0,"I",,1992,211.0,"I",,1997,211.0,"I",,2002,211.0,"I",,2007,211.0,"I",,2012,211.0,"I",,2017,211.0,"I",
"Total renewable water resources (10^9 m3/year)","Gabon",1962,166.0,"I",,1967,166.0,"I",,1972,166.0,"I",,1977,166.0,"I",,1982,166.0,"I",,1987,166.0,"I",,1992,166.0,"I",,1997,166.0,"I",,2002,166.0,"I",,2007,166.0,"I",,2012,166.0,"I",,2017,166.0,"I",
"Total renewable water resources (10^9 m3/year)","Gambia",1962,8.0,"I",,1967,8.0,"I",,1972,8.0,"I",,1977,8.0,"I",,1982,8.0,"I",,1987,8.0,"I",,1992,8.0,"I",,1997,8.0,"I",,2002,8.0,"I",,2007,8.0,"I",,2012,8.0,"I",,2017,8.0,"I",
"Total renewable water resources (10^9 m3/year)","Georgia",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,1992,63.33,"I",,1997,63.33,"I",,2002,63.33,"I",,2007,63.33,"I",,2012,63.33,"I",,2017,63.33,"I",
"Total renewable water resources (10^9 m3/year)","Germany",1962,154.0,"I",,1967,154.0,"I",,1972,154.0,"I",,1977,154.0,"I",,1982,154.0,"I",,1987,154.0,"I",,1992,154.0,"I",,1997,154.0,"I",,2002,154.0,"I",,2007,154.0,"I",,2012,154.0,"I",,2017,154.0,"I",
"Total renewable water resources (10^9 m3/year)","Ghana",1962,56.2,"I",,1967,56.2,"I",,1972,56.2,"I",,1977,56.2,"I",,1982,56.2,"I",,1987,56.2,"I",,1992,56.2,"I",,1997,56.2,"I",,2002,56.2,"I",,2007,56.2,"I",,2012,56.2,"I",,2017,56.2,"I",
"Total renewable water resources (10^9 m3/year)","Greece",1962,68.4,"I",,1967,68.4,"I",,1972,68.4,"I",,1977,68.4,"I",,1982,68.4,"I",,1987,68.4,"I",,1992,68.4,"I",,1997,68.4,"I",,2002,68.4,"I",,2007,68.4,"I",,2012,68.4,"I",,2017,68.4,"I",
"Total renewable water resources (10^9 m3/year)","Grenada",1962,0.2,"I",,1967,0.2,"I",,1972,0.2,"I",,1977,0.2,"I",,1982,0.2,"I",,1987,0.2,"I",,1992,0.2,"I",,1997,0.2,"I",,2002,0.2,"I",,2007,0.2,"I",,2012,0.2,"I",,2017,0.2,"I",
"Total renewable water resources (10^9 m3/year)","Guatemala",1962,127.9,"",,1967,127.9,"",,1972,127.9,"",,1977,127.9,"",,1982,127.9,"",,1987,127.9,"",,1992,127.9,"",,1997,127.9,"",,2002,127.9,"",,2007,127.9,"",,2012,127.9,"",,2017,127.9,"",
"Total renewable water resources (10^9 m3/year)","Guinea",1962,226.0,"I",,1967,226.0,"I",,1972,226.0,"I",,1977,226.0,"I",,1982,226.0,"I",,1987,226.0,"I",,1992,226.0,"I",,1997,226.0,"I",,2002,226.0,"I",,2007,226.0,"I",,2012,226.0,"I",,2017,226.0,"I",
"Total renewable water resources (10^9 m3/year)","Guinea-Bissau",1962,31.4,"I",,1967,31.4,"I",,1972,31.4,"I",,1977,31.4,"I",,1982,31.4,"I",,1987,31.4,"I",,1992,31.4,"I",,1997,31.4,"I",,2002,31.4,"I",,2007,31.4,"I",,2012,31.4,"I",,2017,31.4,"I",
"Total renewable water resources (10^9 m3/year)","Guyana",1962,271.0,"",,1967,271.0,"",,1972,271.0,"",,1977,271.0,"",,1982,271.0,"",,1987,271.0,"",,1992,271.0,"",,1997,271.0,"",,2002,271.0,"",,2007,271.0,"",,2012,271.0,"",,2017,271.0,"",
"Total renewable water resources (10^9 m3/year)","Haiti",1962,14.03,"",,1967,14.03,"",,1972,14.03,"",,1977,14.03,"",,1982,14.03,"",,1987,14.03,"",,1992,14.03,"",,1997,14.03,"",,2002,14.03,"",,2007,14.03,"",,2012,14.03,"",,2017,14.03,"",
"Total renewable water resources (10^9 m3/year)","Holy See",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",
"Total renewable water resources (10^9 m3/year)","Honduras",1962,92.16,"",,1967,92.16,"",,1972,92.16,"",,1977,92.16,"",,1982,92.16,"",,1987,92.16,"",,1992,92.16,"",,1997,92.16,"",,2002,92.16,"",,2007,92.16,"",,2012,92.16,"",,2017,92.16,"",
"Total renewable water resources (10^9 m3/year)","Hungary",1962,104.0,"I",,1967,104.0,"I",,1972,104.0,"I",,1977,104.0,"I",,1982,104.0,"I",,1987,104.0,"I",,1992,104.0,"I",,1997,104.0,"I",,2002,104.0,"I",,2007,104.0,"I",,2012,104.0,"I",,2017,104.0,"I",
"Total renewable water resources (10^9 m3/year)","Iceland",1962,170.0,"",,1967,170.0,"",,1972,170.0,"",,1977,170.0,"",,1982,170.0,"",,1987,170.0,"",,1992,170.0,"",,1997,170.0,"",,2002,170.0,"",,2007,170.0,"",,2012,170.0,"",,2017,170.0,"",
"Total renewable water resources (10^9 m3/year)","India",1962,1911.0,"I",,1967,1911.0,"I",,1972,1911.0,"I",,1977,1911.0,"I",,1982,1911.0,"I",,1987,1911.0,"I",,1992,1911.0,"I",,1997,1911.0,"I",,2002,1911.0,"I",,2007,1911.0,"I",,2012,1911.0,"I",,2017,1911.0,"I",
"Total renewable water resources (10^9 m3/year)","Indonesia",1962,2019.0,"",,1967,2019.0,"",,1972,2019.0,"",,1977,2019.0,"",,1982,2019.0,"",,1987,2019.0,"",,1992,2019.0,"",,1997,2019.0,"",,2002,2019.0,"",,2007,2019.0,"",,2012,2019.0,"",,2017,2019.0,"",
"Total renewable water resources (10^9 m3/year)","Iran (Islamic Republic of)",1962,137.0,"I",,1967,137.0,"I",,1972,137.0,"I",,1977,137.0,"I",,1982,137.0,"I",,1987,137.0,"I",,1992,137.0,"I",,1997,137.0,"I",,2002,137.0,"I",,2007,137.0,"I",,2012,137.0,"I",,2017,137.0,"I",
"Total renewable water resources (10^9 m3/year)","Iraq",1962,89.86,"I",,1967,89.86,"I",,1972,89.86,"I",,1977,89.86,"I",,1982,89.86,"I",,1987,89.86,"I",,1992,89.86,"I",,1997,89.86,"I",,2002,89.86,"I",,2007,89.86,"I",,2012,89.86,"I",,2017,89.86,"I",
"Total renewable water resources (10^9 m3/year)","Ireland",1962,52.0,"",,1967,52.0,"",,1972,52.0,"",,1977,52.0,"",,1982,52.0,"",,1987,52.0,"",,1992,52.0,"",,1997,52.0,"",,2002,52.0,"",,2007,52.0,"",,2012,52.0,"",,2017,52.0,"",
"Total renewable water resources (10^9 m3/year)","Israel",1962,1.78,"I",,1967,1.78,"I",,1972,1.78,"I",,1977,1.78,"I",,1982,1.78,"I",,1987,1.78,"I",,1992,1.78,"I",,1997,1.78,"I",,2002,1.78,"I",,2007,1.78,"I",,2012,1.78,"I",,2017,1.78,"I",
"Total renewable water resources (10^9 m3/year)","Italy",1962,191.3,"",,1967,191.3,"",,1972,191.3,"",,1977,191.3,"",,1982,191.3,"",,1987,191.3,"",,1992,191.3,"",,1997,191.3,"",,2002,191.3,"",,2007,191.3,"",,2012,191.3,"",,2017,191.3,"",
"Total renewable water resources (10^9 m3/year)","Jamaica",1962,10.82,"I",,1967,10.82,"I",,1972,10.82,"I",,1977,10.82,"I",,1982,10.82,"I",,1987,10.82,"I",,1992,10.82,"I",,1997,10.82,"I",,2002,10.82,"I",,2007,10.82,"I",,2012,10.82,"I",,2017,10.82,"I",
"Total renewable water resources (10^9 m3/year)","Japan",1962,430.0,"",,1967,430.0,"",,1972,430.0,"",,1977,430.0,"",,1982,430.0,"",,1987,430.0,"",,1992,430.0,"",,1997,430.0,"",,2002,430.0,"",,2007,430.0,"",,2012,430.0,"",,2017,430.0,"",
"Total renewable water resources (10^9 m3/year)","Jordan",1962,0.937,"I",,1967,0.937,"I",,1972,0.937,"I",,1977,0.937,"I",,1982,0.937,"I",,1987,0.937,"I",,1992,0.937,"I",,1997,0.937,"I",,2002,0.937,"I",,2007,0.937,"I",,2012,0.937,"I",,2017,0.937,"I",
"Total renewable water resources (10^9 m3/year)","Kazakhstan",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,1992,108.4,"K",,1997,108.4,"K",,2002,108.4,"K",,2007,108.4,"K",,2012,108.4,"K",,2017,108.4,"K",
"Total renewable water resources (10^9 m3/year)","Kenya",1962,30.7,"I",,1967,30.7,"I",,1972,30.7,"I",,1977,30.7,"I",,1982,30.7,"I",,1987,30.7,"I",,1992,30.7,"I",,1997,30.7,"I",,2002,30.7,"I",,2007,30.7,"I",,2012,30.7,"I",,2017,30.7,"I",
"Total renewable water resources (10^9 m3/year)","Kiribati",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",
"Total renewable water resources (10^9 m3/year)","Kuwait",1962,0.02,"",,1967,0.02,"",,1972,0.02,"",,1977,0.02,"",,1982,0.02,"",,1987,0.02,"",,1992,0.02,"",,1997,0.02,"",,2002,0.02,"",,2007,0.02,"",,2012,0.02,"",,2017,0.02,"",
"Total renewable water resources (10^9 m3/year)","Kyrgyzstan",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,1992,23.62,"I",,1997,23.62,"I",,2002,23.62,"I",,2007,23.62,"I",,2012,23.62,"I",,2017,23.62,"I",
"Total renewable water resources (10^9 m3/year)","Lao People's Democratic Republic",1962,333.5,"I",,1967,333.5,"I",,1972,333.5,"I",,1977,333.5,"I",,1982,333.5,"I",,1987,333.5,"I",,1992,333.5,"I",,1997,333.5,"I",,2002,333.5,"I",,2007,333.5,"I",,2012,333.5,"I",,2017,333.5,"I",
"Total renewable water resources (10^9 m3/year)","Latvia",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,1992,34.94,"I",,1997,34.94,"I",,2002,34.94,"I",,2007,34.94,"I",,2012,34.94,"I",,2017,34.94,"I",
"Total renewable water resources (10^9 m3/year)","Lebanon",1962,4.503,"",,1967,4.503,"",,1972,4.503,"",,1977,4.503,"",,1982,4.503,"",,1987,4.503,"",,1992,4.503,"",,1997,4.503,"",,2002,4.503,"",,2007,4.503,"",,2012,4.503,"",,2017,4.503,"",
"Total renewable water resources (10^9 m3/year)","Lesotho",1962,3.022,"I",,1967,3.022,"I",,1972,3.022,"I",,1977,3.022,"I",,1982,3.022,"I",,1987,3.022,"I",,1992,3.022,"I",,1997,3.022,"I",,2002,3.022,"I",,2007,3.022,"I",,2012,3.022,"I",,2017,3.022,"I",
"Total renewable water resources (10^9 m3/year)","Liberia",1962,232.0,"I",,1967,232.0,"I",,1972,232.0,"I",,1977,232.0,"I",,1982,232.0,"I",,1987,232.0,"I",,1992,232.0,"I",,1997,232.0,"I",,2002,232.0,"I",,2007,232.0,"I",,2012,232.0,"I",,2017,232.0,"I",
"Total renewable water resources (10^9 m3/year)","Libya",1962,0.7,"I",,1967,0.7,"I",,1972,0.7,"I",,1977,0.7,"I",,1982,0.7,"I",,1987,0.7,"I",,1992,0.7,"I",,1997,0.7,"I",,2002,0.7,"I",,2007,0.7,"I",,2012,0.7,"I",,2017,0.7,"I",
"Total renewable water resources (10^9 m3/year)","Liechtenstein",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",
"Total renewable water resources (10^9 m3/year)","Lithuania",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,1992,24.5,"I",,1997,24.5,"I",,2002,24.5,"I",,2007,24.5,"I",,2012,24.5,"I",,2017,24.5,"I",
"Total renewable water resources (10^9 m3/year)","Luxembourg",1962,3.5,"I",,1967,3.5,"I",,1972,3.5,"I",,1977,3.5,"I",,1982,3.5,"I",,1987,3.5,"I",,1992,3.5,"I",,1997,3.5,"I",,2002,3.5,"I",,2007,3.5,"I",,2012,3.5,"I",,2017,3.5,"I",
"Total renewable water resources (10^9 m3/year)","Madagascar",1962,337.0,"",,1967,337.0,"",,1972,337.0,"",,1977,337.0,"",,1982,337.0,"",,1987,337.0,"",,1992,337.0,"",,1997,337.0,"",,2002,337.0,"",,2007,337.0,"",,2012,337.0,"",,2017,337.0,"",
"Total renewable water resources (10^9 m3/year)","Malawi",1962,17.28,"I",,1967,17.28,"I",,1972,17.28,"I",,1977,17.28,"I",,1982,17.28,"I",,1987,17.28,"I",,1992,17.28,"I",,1997,17.28,"I",,2002,17.28,"I",,2007,17.28,"I",,2012,17.28,"I",,2017,17.28,"I",
"Total renewable water resources (10^9 m3/year)","Malaysia",1962,580.0,"I",,1967,580.0,"I",,1972,580.0,"I",,1977,580.0,"I",,1982,580.0,"I",,1987,580.0,"I",,1992,580.0,"I",,1997,580.0,"I",,2002,580.0,"I",,2007,580.0,"I",,2012,580.0,"I",,2017,580.0,"I",
"Total renewable water resources (10^9 m3/year)","Maldives",1962,0.03,"",,1967,0.03,"",,1972,0.03,"",,1977,0.03,"",,1982,0.03,"",,1987,0.03,"",,1992,0.03,"",,1997,0.03,"",,2002,0.03,"",,2007,0.03,"",,2012,0.03,"",,2017,0.03,"",
"Total renewable water resources (10^9 m3/year)","Mali",1962,120.0,"I",,1967,120.0,"I",,1972,120.0,"I",,1977,120.0,"I",,1982,120.0,"I",,1987,120.0,"I",,1992,120.0,"I",,1997,120.0,"I",,2002,120.0,"I",,2007,120.0,"I",,2012,120.0,"I",,2017,120.0,"I",
"Total renewable water resources (10^9 m3/year)","Malta",1962,0.0505,"",,1967,0.0505,"",,1972,0.0505,"",,1977,0.0505,"",,1982,0.0505,"",,1987,0.0505,"",,1992,0.0505,"",,1997,0.0505,"",,2002,0.0505,"",,2007,0.0505,"",,2012,0.0505,"",,2017,0.0505,"",
"Total renewable water resources (10^9 m3/year)","Marshall Islands",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",
"Total renewable water resources (10^9 m3/year)","Mauritania",1962,11.4,"I",,1967,11.4,"I",,1972,11.4,"I",,1977,11.4,"I",,1982,11.4,"I",,1987,11.4,"I",,1992,11.4,"I",,1997,11.4,"I",,2002,11.4,"I",,2007,11.4,"I",,2012,11.4,"I",,2017,11.4,"I",
"Total renewable water resources (10^9 m3/year)","Mauritius",1962,2.751,"",,1967,2.751,"",,1972,2.751,"",,1977,2.751,"",,1982,2.751,"",,1987,2.751,"",,1992,2.751,"",,1997,2.751,"",,2002,2.751,"",,2007,2.751,"",,2012,2.751,"",,2017,2.751,"",
"Total renewable water resources (10^9 m3/year)","Mexico",1962,461.9,"",,1967,461.9,"",,1972,461.9,"",,1977,461.9,"",,1982,461.9,"",,1987,461.9,"",,1992,461.9,"",,1997,461.9,"",,2002,461.9,"",,2007,461.9,"",,2012,461.9,"",,2017,461.9,"",
"Total renewable water resources (10^9 m3/year)","Micronesia (Federated States of)",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",
"Total renewable water resources (10^9 m3/year)","Monaco",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",
"Total renewable water resources (10^9 m3/year)","Mongolia",1962,34.8,"I",,1967,34.8,"I",,1972,34.8,"I",,1977,34.8,"I",,1982,34.8,"I",,1987,34.8,"I",,1992,34.8,"I",,1997,34.8,"I",,2002,34.8,"I",,2007,34.8,"I",,2012,34.8,"I",,2017,34.8,"I",
"Total renewable water resources (10^9 m3/year)","Montenegro",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",
"Total renewable water resources (10^9 m3/year)","Morocco",1962,29.0,"I",,1967,29.0,"I",,1972,29.0,"I",,1977,29.0,"I",,1982,29.0,"I",,1987,29.0,"I",,1992,29.0,"I",,1997,29.0,"I",,2002,29.0,"I",,2007,29.0,"I",,2012,29.0,"I",,2017,29.0,"I",
"Total renewable water resources (10^9 m3/year)","Mozambique",1962,217.1,"",,1967,217.1,"",,1972,217.1,"",,1977,217.1,"",,1982,217.1,"",,1987,217.1,"",,1992,217.1,"",,1997,217.1,"",,2002,217.1,"",,2007,217.1,"",,2012,217.1,"",,2017,217.1,"",
"Total renewable water resources (10^9 m3/year)","Myanmar",1962,1168.0,"I",,1967,1168.0,"I",,1972,1168.0,"I",,1977,1168.0,"I",,1982,1168.0,"I",,1987,1168.0,"I",,1992,1168.0,"I",,1997,1168.0,"I",,2002,1168.0,"I",,2007,1168.0,"I",,2012,1168.0,"I",,2017,1168.0,"I",
"Total renewable water resources (10^9 m3/year)","Namibia",1962,39.91,"",,1967,39.91,"",,1972,39.91,"",,1977,39.91,"",,1982,39.91,"",,1987,39.91,"",,1992,39.91,"",,1997,39.91,"",,2002,39.91,"",,2007,39.91,"",,2012,39.91,"",,2017,39.91,"",
"Total renewable water resources (10^9 m3/year)","Nauru",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",
"Total renewable water resources (10^9 m3/year)","Nepal",1962,210.2,"I",,1967,210.2,"I",,1972,210.2,"I",,1977,210.2,"I",,1982,210.2,"I",,1987,210.2,"I",,1992,210.2,"I",,1997,210.2,"I",,2002,210.2,"I",,2007,210.2,"I",,2012,210.2,"I",,2017,210.2,"I",
"Total renewable water resources (10^9 m3/year)","Netherlands",1962,91.0,"I",,1967,91.0,"I",,1972,91.0,"I",,1977,91.0,"I",,1982,91.0,"I",,1987,91.0,"I",,1992,91.0,"I",,1997,91.0,"I",,2002,91.0,"I",,2007,91.0,"I",,2012,91.0,"I",,2017,91.0,"I",
"Total renewable water resources (10^9 m3/year)","New Zealand",1962,327.0,"",,1967,327.0,"",,1972,327.0,"",,1977,327.0,"",,1982,327.0,"",,1987,327.0,"",,1992,327.0,"",,1997,327.0,"",,2002,327.0,"",,2007,327.0,"",,2012,327.0,"",,2017,327.0,"",
"Total renewable water resources (10^9 m3/year)","Nicaragua",1962,164.5,"",,1967,164.5,"",,1972,164.5,"",,1977,164.5,"",,1982,164.5,"",,1987,164.5,"",,1992,164.5,"",,1997,164.5,"",,2002,164.5,"",,2007,164.5,"",,2012,164.5,"",,2017,164.5,"",
"Total renewable water resources (10^9 m3/year)","Niger",1962,34.05,"I",,1967,34.05,"I",,1972,34.05,"I",,1977,34.05,"I",,1982,34.05,"I",,1987,34.05,"I",,1992,34.05,"I",,1997,34.05,"I",,2002,34.05,"I",,2007,34.05,"I",,2012,34.05,"I",,2017,34.05,"I",
"Total renewable water resources (10^9 m3/year)","Nigeria",1962,286.2,"I",,1967,286.2,"I",,1972,286.2,"I",,1977,286.2,"I",,1982,286.2,"I",,1987,286.2,"I",,1992,286.2,"I",,1997,286.2,"I",,2002,286.2,"I",,2007,286.2,"I",,2012,286.2,"I",,2017,286.2,"I",
"Total renewable water resources (10^9 m3/year)","Niue",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",
"Total renewable water resources (10^9 m3/year)","North Macedonia",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,1992,6.4,"",,1997,6.4,"",,2002,6.4,"",,2007,6.4,"",,2012,6.4,"",,2017,6.4,"",
"Total renewable water resources (10^9 m3/year)","Norway",1962,393.0,"I",,1967,393.0,"I",,1972,393.0,"I",,1977,393.0,"I",,1982,393.0,"I",,1987,393.0,"I",,1992,393.0,"I",,1997,393.0,"I",,2002,393.0,"I",,2007,393.0,"I",,2012,393.0,"I",,2017,393.0,"I",
"Total renewable water resources (10^9 m3/year)","Occupied Palestinian Territory",1962,0.837,"I",,1967,0.837,"I",,1972,0.837,"I",,1977,0.837,"I",,1982,0.837,"I",,1987,0.837,"I",,1992,0.837,"I",,1997,0.837,"I",,2002,0.837,"I",,2007,0.837,"I",,2012,0.837,"I",,2017,0.837,"I",
"Total renewable water resources (10^9 m3/year)","Oman",1962,1.4,"I",,1967,1.4,"I",,1972,1.4,"I",,1977,1.4,"I",,1982,1.4,"I",,1987,1.4,"I",,1992,1.4,"I",,1997,1.4,"I",,2002,1.4,"I",,2007,1.4,"I",,2012,1.4,"I",,2017,1.4,"I",
"Total renewable water resources (10^9 m3/year)","Pakistan",1962,246.8,"I",,1967,246.8,"I",,1972,246.8,"I",,1977,246.8,"I",,1982,246.8,"I",,1987,246.8,"I",,1992,246.8,"I",,1997,246.8,"I",,2002,246.8,"I",,2007,246.8,"I",,2012,246.8,"I",,2017,246.8,"I",
"Total renewable water resources (10^9 m3/year)","Palau",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",
"Total renewable water resources (10^9 m3/year)","Panama",1962,139.3,"",,1967,139.3,"",,1972,139.3,"",,1977,139.3,"",,1982,139.3,"",,1987,139.3,"",,1992,139.3,"",,1997,139.3,"",,2002,139.3,"",,2007,139.3,"",,2012,139.3,"",,2017,139.3,"",
"Total renewable water resources (10^9 m3/year)","Papua New Guinea",1962,801.0,"K",,1967,801.0,"K",,1972,801.0,"K",,1977,801.0,"K",,1982,801.0,"K",,1987,801.0,"K",,1992,801.0,"K",,1997,801.0,"K",,2002,801.0,"K",,2007,801.0,"K",,2012,801.0,"K",,2017,801.0,"K",
"Total renewable water resources (10^9 m3/year)","Paraguay",1962,387.8,"",,1967,387.8,"",,1972,387.8,"",,1977,387.8,"",,1982,387.8,"",,1987,387.8,"",,1992,387.8,"",,1997,387.8,"",,2002,387.8,"",,2007,387.8,"",,2012,387.8,"",,2017,387.8,"",
"Total renewable water resources (10^9 m3/year)","Peru",1962,1880.0,"",,1967,1880.0,"",,1972,1880.0,"",,1977,1880.0,"",,1982,1880.0,"",,1987,1880.0,"",,1992,1880.0,"",,1997,1880.0,"",,2002,1880.0,"",,2007,1880.0,"",,2012,1880.0,"",,2017,1880.0,"",
"Total renewable water resources (10^9 m3/year)","Philippines",1962,479.0,"",,1967,479.0,"",,1972,479.0,"",,1977,479.0,"",,1982,479.0,"",,1987,479.0,"",,1992,479.0,"",,1997,479.0,"",,2002,479.0,"",,2007,479.0,"",,2012,479.0,"",,2017,479.0,"",
"Total renewable water resources (10^9 m3/year)","Poland",1962,60.5,"I",,1967,60.5,"I",,1972,60.5,"I",,1977,60.5,"I",,1982,60.5,"I",,1987,60.5,"I",,1992,60.5,"I",,1997,60.5,"I",,2002,60.5,"I",,2007,60.5,"I",,2012,60.5,"I",,2017,60.5,"I",
"Total renewable water resources (10^9 m3/year)","Portugal",1962,77.4,"I",,1967,77.4,"I",,1972,77.4,"I",,1977,77.4,"I",,1982,77.4,"I",,1987,77.4,"I",,1992,77.4,"I",,1997,77.4,"I",,2002,77.4,"I",,2007,77.4,"I",,2012,77.4,"I",,2017,77.4,"I",
